array_area_m2,battery_capacity_kwh,solar_array_eta_eol,xband_tx_power_w
6.669315746016233,3.3540847745072297,0.28521912479829026,17.134879626356632
4.973258038159619,5.808887025767891,0.2662526119377584,28.431691871471575
6.5947609675106715,3.539045830172755,0.262903179447584,29.336141534359363
5.580483140010083,4.963145672328292,0.2552251196519391,25.926439648089314
5.296349753029073,5.945654513310148,0.2967492678345269,21.356620605335554
5.016014204084444,5.097591128877745,0.2981646749036488,17.526008858663683
4.845142462748794,3.7290324751744004,0.2593058983764911,26.739209517031426
6.871337253049363,3.462533137750281,0.28340453152638345,18.956163257707992
6.453958049890258,3.0837267493353138,0.2678807802567829,22.863163212312745
4.746952793954595,4.210311937996872,0.25041743229976926,16.031154125971764
4.1798598049690066,4.399988525309388,0.28157570648279723,20.99227785761107
5.7278452016588535,3.1796439898590414,0.24416078385081846,18.433744262027822
5.181298242236946,3.8505955446871,0.2782537802228697,15.36506123057046
6.353453896499072,5.514316259191997,0.2495350509616651,16.30277770071243
4.46217100363242,5.182364471942293,0.2877950147553013,23.34179362783427
6.132977157013022,4.03604101299128,0.2759525530652412,26.926706249951526
5.805426774853416,4.500920283718876,0.294771451726769,29.73233003273505
5.490845623606075,4.833106357074004,0.26115469307562844,20.064626854826596
4.357324739988923,4.267469060451164,0.2525567801828346,24.119322182175885
4.096744506069496,4.723365547187767,0.2736153906889351,19.46532761804128
4.511772168485956,5.708550370223809,0.2924047441613738,24.38925241939356
6.9866401401652745,3.9234347973787718,0.24195974552276603,27.80416145677385
5.903404840223097,5.321092649494112,0.24601596715360016,25.599099508275906
6.069323098376979,5.392474624765957,0.2717408009376943,22.4532000739855
